root,6
seq2,2
seq3,2
seq4,3
seq5,2
seq6,5
seq7,5
seq8,2
seq9,4
seq10,3
seq11,3
seq12,6
seq13,2
seq14,3
seq15,3
seq16,2
seq17,3
seq18,2
seq19,2
seq20,2
seq21,2
seq22,2
seq23,3
seq24,2
seq25,2
seq26,35
seq27,3
seq28,2
seq29,2
seq30,9
seq31,6
seq32,2
seq33,2
seq34,6
seq35,9
seq36,3
seq37,2
seq38,2
seq39,4
seq40,2
seq41,6
seq42,3
seq43,2
seq44,2
seq45,3
seq46,4
seq47,2
seq48,2
seq49,2
seq50,2
seq51,2
seq52,3
seq53,10
seq54,73
seq55,3
seq56,3
seq57,11
seq58,5
seq59,5
