seq29,hCoV-19/Wuhan/0126-C100/2020:hCoV-19/Wuhan/0126-C93/2020
seq30,hCoV-19/Guangdong/HKU-SZ-002/2020:hCoV-19/Shenzhen/SZTH-002/2020:hCoV-19/Guangdong/20SF012/2020:hCoV-19/Guangdong/20SF025/2020:hCoV-19/Guangdong/20SF013/2020:hCoV-19/Shanghai/SH0005/2020:hCoV-19/Vietnam/PIHCM-14/2020:hCoV-19/Shaoxing/06/2020:hCoV-19/Guangdong/2020XN4276-P0037/2020
seq31,hCoV-19/Shanghai/SH0003/2020:hCoV-19/Shanghai/SH0002/2020:hCoV-19/Anhui/33/2020:hCoV-19/Australia/QLD01/2020:hCoV-19/Guangdong/2020XN4243-P0035/2020:hCoV-19/Singapore/466/2020
seq32,hCoV-19/Wuhan/HBCDC-HB-04/2020:hCoV-19/Wuhan/WHUH003/2020
seq33,hCoV-19/Shandong/2020C1240428/2020:hCoV-19/Shanghai/SH0075/2020
seq34,hCoV-19/Shandong/LY005-2/2020:hCoV-19/Shandong/2020C1240402/2020:hCoV-19/Shandong/LY007-2/2020:hCoV-19/Shandong/LY006-2/2020:hCoV-19/Shandong/LY004-2/2020:hCoV-19/Shandong/LY008-2/2020
seq35,hCoV-19/Beijing/Wuhan_IME-BJ02/2020:hCoV-19/SouthKorea/KCDC03/2020:hCoV-19/Beijing/105/2020:hCoV-19/Beijing/231/2020:hCoV-19/Beijing/235/2020:hCoV-19/Beijing/Wuhan_IME-BJ03/2020:hCoV-19/SouthKorea/KCDC06/2020:hCoV-19/SouthKorea/KCDC2062/2020:hCoV-19/Beijing/BJ390/2020
seq36,hCoV-19/Sichuan/SC-WCH-308/2020:hCoV-19/Sichuan/SC-WCH-310/2020:hCoV-19/Sichuan/SC-WCH-082/2020
seq37,hCoV-19/Guangdong/20SF190/2020:hCoV-19/Anhui/99/2020
seq38,hCoV-19/Vietnam/19-01S/2020:hCoV-19/Vietnam/19-02S/2020
seq39,hCoV-19/Beijing/BJ54/2020:hCoV-19/Beijing/BJ53/2020:hCoV-19/Beijing/BJ251/2020:hCoV-19/Beijing/BJ252/2020
seq40,hCoV-19/Guangzhou/20SF206/2020:hCoV-19/Shaoxing/05/2020
seq41,hCoV-19/Fujian/13/2020:hCoV-19/Foshan/20SF210/2020:hCoV-19/Foshan/20SF211/2020:hCoV-19/Shandong/2020C1240054/2020:hCoV-19/Wuhan/YB012506/2020:hCoV-19/USA/WI1/2020
seq42,hCoV-19/HongKong/HKU-200723-030/2020:hCoV-19/HongKong/HKU-200723-060/2020:hCoV-19/HongKong/HKU-911a/2020
seq43,hCoV-19/Thailand/Bangkok_269/2020:hCoV-19/Thailand/SI200478-NST/2020
seq44,hCoV-19/Hangzhou/HZCDC0012/2020:hCoV-19/Hangzhou/HZCDC0013/2020
seq45,hCoV-19/Chongqing/IVDC-CQ-001/2020:hCoV-19/Changzhou/JS27/2020:hCoV-19/Singapore/3Clin/2020
seq46,hCoV-19/Hangzhou/HZCDC0167/2020:hCoV-19/Italy/LAZ-INMI-SPL1/2020:hCoV-19/Italy/LAZ-INMI2-N/2020:hCoV-19/Italy/LAZ-INMI1-cs/2020
seq47,hCoV-19/Shandong/2020C1240371/2020:hCoV-19/Shandong/2020C1240380/2020
seq48,hCoV-19/HongKong/HKU-200723-004/2020:hCoV-19/HongKong/VB20024950-2/2020
seq49,hCoV-19/Sichuan/SC-MY-054/2020:hCoV-19/Sichuan/SC-PHCC1-032/2020
seq50,hCoV-19/Sichuan/SC-PHCC2-046/2020:hCoV-19/Sichuan/SC-YA-088/2020
seq51,hCoV-19/Sichuan/SC-GA-063/2020:hCoV-19/Sichuan/SC-GA-064/2020
seq52,hCoV-19/Wuhan/YB012504/2020:hCoV-19/Wuhan/YB012602/2020:hCoV-19/Wuhan/YB012605/2020
seq53,hCoV-19/Guangdong/20SF028/2020:hCoV-19/Guangdong/20SF040/2020:hCoV-19/Guangdong/20SF043/2020:hCoV-19/Guangdong/20SF174/2020:hCoV-19/Guangzhou/GZMU0059/2020:hCoV-19/Guangzhou/GZMU0057/2020:hCoV-19/Guangzhou/GZMU0055/2020:hCoV-19/Guangzhou/GZMU0054/2020:hCoV-19/Guangzhou/GZMU0051/2020:hCoV-19/Guangzhou/GZMU0052/2020
seq54,hCoV-19/Wuhan/WIV04/2019:hCoV-19/Wuhan/IPBCAMS-WH-04/2019:hCoV-19/Wuhan/WIV06/2019:hCoV-19/Wuhan/IME-WH05/2019:hCoV-19/Wuhan/IME-WH04/2019:hCoV-19/Wuhan/Hu-1/2019:hCoV-19/Wuhan/WH03/2020:hCoV-19/Wuhan/WHU01/2020:hCoV-19/Thailand/NIH-15/2020:hCoV-19/Beijing/WH-09/2020:hCoV-19/Thailand/61/2020:hCoV-19/Thailand/SI200040-NT/2020:hCoV-19/Thailand/74/2020:hCoV-19/Thailand/Nonthaburi_68/2020:hCoV-19/Thailand/NIH-59/2020:hCoV-19/Zhejiang/WZ-02/2020:hCoV-19/Hangzhou/HZCDC0001/2020:hCoV-19/Jiangsu/IVDC-JS-001/2020:hCoV-19/Hangzhou/HZ-1/2020:hCoV-19/Hangzhou/HZCDC0048L/2020:hCoV-19/Hangzhou/HZCDC0049L/2020:hCoV-19/Hangzhou/HZCDC0090L/2020:hCoV-19/Hangzhou/HZCDC0091L/2020:hCoV-19/Hangzhou/HZ91/2020:hCoV-19/Hangzhou/HZ48/2020:hCoV-19/Hangzhou/HZ49/2020:hCoV-19/Hangzhou/HZ90/2020:hCoV-19/Hangzhou/HZ79/2020:hCoV-19/Hangzhou/HZCDC0091/2020:hCoV-19/Hangzhou/ZJU-05/2020:hCoV-19/Beijing/IME-HZ01/2020:hCoV-19/Hangzhou/HZCDC0119/2020:hCoV-19/Hangzhou/HZCDC0135/2020:hCoV-19/Hangzhou/HZ60/2020:hCoV-19/Hangzhou/HZ62/2020:hCoV-19/Chongqing/ZX01/2020:hCoV-19/Japan/OS-20-07-1/2020:hCoV-19/Guangdong/20SF201/2020:hCoV-19/Hangzhou/HZ185/2020:hCoV-19/Hangzhou/HZ162/2020:hCoV-19/Hangzhou/HZ178/2020:hCoV-19/Hangzhou/HZCDC0162/2020:hCoV-19/Guangdong/20SF200/2020:hCoV-19/Sichuan/SC-WCH4-290/2020:hCoV-19/Hangzhou/ZJU-04/2020:hCoV-19/Jiangsu/JS03/2020:hCoV-19/Sichuan/SC-PHCC2-041/2020:hCoV-19/Hangzhou/HZ477/2020:hCoV-19/Japan/NA-20-05-1/2020:hCoV-19/Thailand/Phuket_247/2020:hCoV-19/Taiwan/CGMH-CGU-01/2020:hCoV-19/Wuhan/0125-A164/2020:hCoV-19/Thailand/SI200433-NT/2020:hCoV-19/Hangzhou/HZ576/2020:hCoV-19/Hangzhou/HZ551/2020:hCoV-19/Hangzhou/HZ481/2020:hCoV-19/Hangzhou/HZ638/2020:hCoV-19/Wuhan/0125-A153/2020:hCoV-19/Wuhan/0125-A171/2020:hCoV-19/Wuhan/0126-C47/2020:hCoV-19/Wuhan/0126-C12/2020:hCoV-19/Sichuan/SC-WCH4-285/2020:hCoV-19/Sichuan/SC-NJ-090/2020:hCoV-19/USA/CA-CDC-6/2020:hCoV-19/Guangdong/20SF665/2020:hCoV-19/Taiwan/4/2020:hCoV-19/Sichuan/SC-PHCC2-043/2020:hCoV-19/Finland/1/2020:hCoV-19/Guangdong/2020XN4433-P0040/2020:hCoV-19/Anhui/101/2020:hCoV-19/Sichuan/SC-YB-085/2020:hCoV-19/Sichuan/SC-NJ-095/2020:hCoV-19/Anhui/98/2020
seq55,hCoV-19/HongKong/VB20017970-2/2020:hCoV-19/HongKong/HKU-902a/2020:hCoV-19/HongKong/HKU-902b/2020
seq56,hCoV-19/France/IDF-0372/2020:hCoV-19/France/IDF-0373/2020:hCoV-19/France/IDF-0386-islP1/2020
seq57,hCoV-19/Guangdong/20SF198/2020:hCoV-19/France/IDF_HB_112001089879/2020:hCoV-19/Australia/VIC03/2020:hCoV-19/Shandong/2020C1240500/2020:hCoV-19/Australia/NSW03/2020:hCoV-19/Guangdong/20SF602/2020:hCoV-19/Sichuan/SC-WCH-311/2020:hCoV-19/France/IDF_HB_112001900001/2020:hCoV-19/Guangdong/20SF1136/2020:hCoV-19/Shandong/2020C1240062/2020:hCoV-19/Anhui/03/2020
seq58,hCoV-19/Singapore/1nan/2020:hCoV-19/Malaysia/MKAK-CL-2020-5047/2020:hCoV-19/Malaysia/MKAK-CL-2020-5049/2020:hCoV-19/Singapore/2/2020:hCoV-19/Singapore/2nan/2020
seq59,hCoV-19/Hunan/HN-CIDC-P2/2020:hCoV-19/Hunan/HN-CIDC-P5/2020:hCoV-19/Hunan/HN-CIDC-P8/2020:hCoV-19/Hunan/HN-CIDC-P7/2020:hCoV-19/Hunan/HN-CIDC-P10/2020
